Domain,Reporter Country Code (M49),Reporter,Partner Country Code (M49),Partner,Measure,Item Code (CPC),Product,Year,Unit,Value,Unit Price (USD per t)
Detailed trade matrix,356,India,462,Maldives,Export quantity,111.0,Wheat,2019,t,0.45,
Detailed trade matrix,356,India,462,Maldives,Export quantity,111.0,Wheat,2020,t,0.15,
Detailed trade matrix,356,India,462,Maldives,Export quantity,111.0,Wheat,2021,t,0.27,
Detailed trade matrix,356,India,462,Maldives,Export value,111.0,Wheat,2015,USD,0.0,
Detailed trade matrix,356,India,462,Maldives,Export value,111.0,Wheat,2016,USD,0.0,
Detailed trade matrix,356,India,462,Maldives,Export value,111.0,Wheat,2019,USD,0.0,
Detailed trade matrix,356,India,462,Maldives,Export value,111.0,Wheat,2020,USD,0.0,
Detailed trade matrix,356,India,462,Maldives,Export value,111.0,Wheat,2021,USD,0.0,
Detailed trade matrix,356,India,496,Mongolia,Export quantity,111.0,Wheat,2023,t,285.07,
Detailed trade matrix,356,India,496,Mongolia,Export value,111.0,Wheat,2023,USD,79000.0,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,374.0,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,0.5,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,112.0,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,23.0,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,29.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,268000.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,0.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,47000.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,9000.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,21000.0,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,111.0,Wheat,2015,t,2995.0,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,111.0,Wheat,2020,t,244.0,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,111.0,Wheat,2021,t,2343.77,
Detailed trade matrix,356,India,104,Myanmar,Export quantity,111.0,Wheat,2022,t,28624.36,
Detailed trade matrix,356,India,104,Myanmar,Export value,111.0,Wheat,2015,USD,697000.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,111.0,Wheat,2020,USD,69000.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,111.0,Wheat,2021,USD,650000.0,
Detailed trade matrix,356,India,104,Myanmar,Export value,111.0,Wheat,2022,USD,8767000.0,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,59646.67,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,87935.54,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,98318.53,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,120670.54,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,96846.01,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,79452.92,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,158752.68,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,167952.85,
Detailed trade matrix,356,India,524,Nepal,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,133685.4,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,22113000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,17369000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,16421000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,21785000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,15518000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,13470000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,37123000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,34442000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,27109000.0,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2015,t,92704.3,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2016,t,143479.89,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2017,t,156925.72,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2018,t,107466.7,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2019,t,158711.23,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2020,t,296186.45,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2021,t,237845.39,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2022,t,86901.79,
Detailed trade matrix,356,India,524,Nepal,Export quantity,111.0,Wheat,2023,t,156484.83,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2015,USD,22262000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2016,USD,34251000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2017,USD,40062000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2018,USD,27120000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2019,USD,43004000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2020,USD,76429000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2021,USD,60151000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2022,USD,23078000.0,
Detailed trade matrix,356,India,524,Nepal,Export value,111.0,Wheat,2023,USD,47769000.0,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,14042.64,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,43739.14,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,50667.25,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,58782.8,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,60754.69,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,43214.35,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,15643.31,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,45850.85,
Detailed trade matrix,356,India,512,Oman,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,53972.23,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,4906000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,8682000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,10577000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,13154000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,12721000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,11109000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,4823000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,12321000.0,
Detailed trade matrix,356,India,512,Oman,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,13421000.0,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2015,t,3080.0,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2016,t,204.97,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2017,t,61.98,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2018,t,120.0,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2019,t,204.81,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2020,t,757.53,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2021,t,76751.15,
Detailed trade matrix,356,India,512,Oman,Export quantity,111.0,Wheat,2022,t,182544.32,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2015,USD,777000.0,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2016,USD,69000.0,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2017,USD,24000.0,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2018,USD,42000.0,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2019,USD,69000.0,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2020,USD,222000.0,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2021,USD,21326000.0,
Detailed trade matrix,356,India,512,Oman,Export value,111.0,Wheat,2022,USD,56721000.0,
Detailed trade matrix,356,India,586,Pakistan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,262.61,
Detailed trade matrix,356,India,586,Pakistan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,2.0,
Detailed trade matrix,356,India,586,Pakistan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,0.26,
Detailed trade matrix,356,India,586,Pakistan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,24188.25,
Detailed trade matrix,356,India,586,Pakistan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,71000.0,
Detailed trade matrix,356,India,586,Pakistan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,10000.0,
Detailed trade matrix,356,India,586,Pakistan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,0.0,
Detailed trade matrix,356,India,586,Pakistan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,5441000.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,18000.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,61192.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,9722.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,39486.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,930.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,18101.5,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,2568.01,
Detailed trade matrix,356,India,608,Philippines,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,6553.73,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,10017000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,17275000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,7848000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,14567000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,212000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,7955000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,1041000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,3891000.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,111.0,Wheat,2015,t,7848.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,111.0,Wheat,2016,t,287.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,111.0,Wheat,2020,t,1426.0,
Detailed trade matrix,356,India,608,Philippines,Export quantity,111.0,Wheat,2021,t,297124.51,
Detailed trade matrix,356,India,608,Philippines,Export quantity,111.0,Wheat,2022,t,251503.1,
Detailed trade matrix,356,India,608,Philippines,Export value,111.0,Wheat,2015,USD,2128000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,111.0,Wheat,2016,USD,79000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,111.0,Wheat,2020,USD,367000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,111.0,Wheat,2021,USD,86759000.0,
Detailed trade matrix,356,India,608,Philippines,Export value,111.0,Wheat,2022,USD,77977000.0,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,25623.06,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,68382.29,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,59878.36,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,64049.28,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,60211.03,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,44400.55,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,32944.85,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,64051.08,
Detailed trade matrix,356,India,634,Qatar,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,64145.93,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,9939000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,14182000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,15720000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,15075000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,13987000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,12384000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,10218000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,18086000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,16667000.0,
Detailed trade matrix,356,India,634,Qatar,Export quantity,111.0,Wheat,2016,t,3.0,
Detailed trade matrix,356,India,634,Qatar,Export quantity,111.0,Wheat,2017,t,98.0,
Detailed trade matrix,356,India,634,Qatar,Export quantity,111.0,Wheat,2018,t,165.0,
Detailed trade matrix,356,India,634,Qatar,Export quantity,111.0,Wheat,2019,t,28.0,
Detailed trade matrix,356,India,634,Qatar,Export quantity,111.0,Wheat,2020,t,21315.82,
Detailed trade matrix,356,India,634,Qatar,Export quantity,111.0,Wheat,2021,t,125765.0,
Detailed trade matrix,356,India,634,Qatar,Export quantity,111.0,Wheat,2022,t,83396.65,
Detailed trade matrix,356,India,634,Qatar,Export value,111.0,Wheat,2016,USD,1000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,111.0,Wheat,2017,USD,27000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,111.0,Wheat,2018,USD,44000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,111.0,Wheat,2019,USD,10000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,111.0,Wheat,2020,USD,5449000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,111.0,Wheat,2021,USD,34769000.0,
Detailed trade matrix,356,India,634,Qatar,Export value,111.0,Wheat,2022,USD,24899000.0,
Detailed trade matrix,356,India,410,Republic of Korea,Export quantity,111.0,Wheat,2015,t,100.0,
Detailed trade matrix,356,India,410,Republic of Korea,Export quantity,111.0,Wheat,2021,t,70000.0,
Detailed trade matrix,356,India,410,Republic of Korea,Export quantity,111.0,Wheat,2022,t,657464.8,
Detailed trade matrix,356,India,410,Republic of Korea,Export quantity,111.0,Wheat,2023,t,18.0,
Detailed trade matrix,356,India,410,Republic of Korea,Export value,111.0,Wheat,2015,USD,47000.0,
Detailed trade matrix,356,India,410,Republic of Korea,Export value,111.0,Wheat,2021,USD,22649000.0,
Detailed trade matrix,356,India,410,Republic of Korea,Export value,111.0,Wheat,2022,USD,198080000.0,
Detailed trade matrix,356,India,410,Republic of Korea,Export value,111.0,Wheat,2023,USD,14000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,12739.37,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,44475.58,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,63916.07,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,52317.82,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,82276.05,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,57112.36,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,17710.88,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,21785.46,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,31751.25,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,4861000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,8860000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,12221000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,12065000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,17661000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,13472000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,5307000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,6312000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,8470000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,111.0,Wheat,2015,t,75.7,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,111.0,Wheat,2016,t,72.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,111.0,Wheat,2017,t,100.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,111.0,Wheat,2018,t,25.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,111.0,Wheat,2021,t,27.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export quantity,111.0,Wheat,2022,t,915.2,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,111.0,Wheat,2015,USD,22000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,111.0,Wheat,2016,USD,29000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,111.0,Wheat,2017,USD,41000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,111.0,Wheat,2018,USD,8000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,111.0,Wheat,2021,USD,14000.0,
Detailed trade matrix,356,India,682,Saudi Arabia,Export value,111.0,Wheat,2022,USD,312000.0,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,24558.94,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,40870.2,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,32900.52,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,32811.51,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,27714.72,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,18235.76,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,18194.01,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,31172.18,
Detailed trade matrix,356,India,702,Singapore,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,30818.31,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,9637000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,9750000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,8931000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,8669000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,7777000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,5468000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,7087000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,10208000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,9579000.0,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2015,t,21.61,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2016,t,41.2,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2017,t,30.05,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2018,t,20.64,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2019,t,33.45,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2020,t,50.97,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2021,t,62.07,
Detailed trade matrix,356,India,702,Singapore,Export quantity,111.0,Wheat,2022,t,3.82,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2015,USD,10000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2016,USD,19000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2017,USD,14000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2018,USD,9000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2019,USD,17000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2020,USD,19000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2021,USD,29000.0,
Detailed trade matrix,356,India,702,Singapore,Export value,111.0,Wheat,2022,USD,2000.0,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,193269.72,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,232606.49,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,229359.08,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,243987.85,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,167653.04,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,147748.49,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,160255.33,
Detailed trade matrix,356,India,144,Sri Lanka,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,241988.87,
