Domain,Reporter Country Code (M49),Reporter,Partner Country Code (M49),Partner,Measure,Item Code (CPC),Product,Year,Unit,Value,Unit Price (USD per t)
Detailed trade matrix,356,India,158,"China, Taiwan Province of",Export value,111.0,Wheat,2021,USD,1116000.0,
Detailed trade matrix,356,India,158,"China, Taiwan Province of",Export value,111.0,Wheat,2022,USD,3904000.0,
Detailed trade matrix,356,India,408,Democratic People's Republic of Korea,Export quantity,111.0,Wheat,2019,t,1000.0,
Detailed trade matrix,356,India,408,Democratic People's Republic of Korea,Export quantity,111.0,Wheat,2020,t,571.0,
Detailed trade matrix,356,India,408,Democratic People's Republic of Korea,Export value,111.0,Wheat,2019,USD,611000.0,
Detailed trade matrix,356,India,408,Democratic People's Republic of Korea,Export value,111.0,Wheat,2020,USD,340000.0,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,14907.0,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,46701.8,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,89570.37,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,63004.73,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,44345.94,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,66053.39,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,38328.1,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,94403.16,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,81223.36,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,3912000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,13118000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,19221000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,13566000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,8712000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,12994000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,12436000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,24316000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,22838000.0,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,111.0,Wheat,2015,t,3192.0,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,111.0,Wheat,2017,t,72.0,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,111.0,Wheat,2019,t,4.09,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,111.0,Wheat,2021,t,350005.0,
Detailed trade matrix,356,India,360,Indonesia,Export quantity,111.0,Wheat,2022,t,939493.01,
Detailed trade matrix,356,India,360,Indonesia,Export value,111.0,Wheat,2015,USD,743000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,111.0,Wheat,2017,USD,24000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,111.0,Wheat,2019,USD,3000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,111.0,Wheat,2021,USD,98571000.0,
Detailed trade matrix,356,India,360,Indonesia,Export value,111.0,Wheat,2022,USD,302905000.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,86.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,87.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,3589.43,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,29000.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,7000.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,780000.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export quantity,111.0,Wheat,2021,t,960.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export quantity,111.0,Wheat,2023,t,0.27,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export value,111.0,Wheat,2021,USD,273000.0,
Detailed trade matrix,356,India,364,Iran (Islamic Republic of),Export value,111.0,Wheat,2023,USD,0.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,458.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,3425.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,1492.34,
Detailed trade matrix,356,India,368,Iraq,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,21172.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,7114.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,1020.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,63791.77,
Detailed trade matrix,356,India,368,Iraq,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,88000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,602000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,225000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,4063000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,1646000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,304000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,14416000.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,111.0,Wheat,2020,t,60.0,
Detailed trade matrix,356,India,368,Iraq,Export quantity,111.0,Wheat,2021,t,417.98,
Detailed trade matrix,356,India,368,Iraq,Export quantity,111.0,Wheat,2023,t,192.0,
Detailed trade matrix,356,India,368,Iraq,Export value,111.0,Wheat,2020,USD,40000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,111.0,Wheat,2021,USD,271000.0,
Detailed trade matrix,356,India,368,Iraq,Export value,111.0,Wheat,2023,USD,116000.0,
Detailed trade matrix,356,India,376,Israel,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,5.0,
Detailed trade matrix,356,India,376,Israel,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,87.0,
Detailed trade matrix,356,India,376,Israel,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,2000.0,
Detailed trade matrix,356,India,376,Israel,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,35000.0,
Detailed trade matrix,356,India,376,Israel,Export quantity,111.0,Wheat,2015,t,200.0,
Detailed trade matrix,356,India,376,Israel,Export quantity,111.0,Wheat,2016,t,25.0,
Detailed trade matrix,356,India,376,Israel,Export quantity,111.0,Wheat,2018,t,434.0,
Detailed trade matrix,356,India,376,Israel,Export quantity,111.0,Wheat,2022,t,66950.0,
Detailed trade matrix,356,India,376,Israel,Export value,111.0,Wheat,2015,USD,76000.0,
Detailed trade matrix,356,India,376,Israel,Export value,111.0,Wheat,2016,USD,9000.0,
Detailed trade matrix,356,India,376,Israel,Export value,111.0,Wheat,2018,USD,140000.0,
Detailed trade matrix,356,India,376,Israel,Export value,111.0,Wheat,2022,USD,20602000.0,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,13.18,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,65.75,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,32.91,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,9.96,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,16.36,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,0.64,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,8.53,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,62.99,
Detailed trade matrix,356,India,392,Japan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,16.87,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,5000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,28000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,17000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,16000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,24000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,1000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,16000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,37000.0,
Detailed trade matrix,356,India,392,Japan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,13000.0,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2015,t,4.0,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2016,t,12.98,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2017,t,7.06,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2018,t,8.24,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2019,t,12.5,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2020,t,21.58,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2021,t,25.0,
Detailed trade matrix,356,India,392,Japan,Export quantity,111.0,Wheat,2022,t,6.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2015,USD,2000.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2016,USD,6000.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2017,USD,3000.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2018,USD,5000.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2019,USD,6000.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2020,USD,11000.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2021,USD,13000.0,
Detailed trade matrix,356,India,392,Japan,Export value,111.0,Wheat,2022,USD,3000.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,84.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,3.4,
Detailed trade matrix,356,India,400,Jordan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,23000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,3000.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2015,t,4349.16,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2016,t,1195.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2017,t,2757.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2018,t,1072.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2019,t,1182.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2020,t,1370.0,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2021,t,3851.35,
Detailed trade matrix,356,India,400,Jordan,Export quantity,111.0,Wheat,2022,t,2453.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2015,USD,1235000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2016,USD,370000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2017,USD,857000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2018,USD,356000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2019,USD,431000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2020,USD,433000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2021,USD,1443000.0,
Detailed trade matrix,356,India,400,Jordan,Export value,111.0,Wheat,2022,USD,869000.0,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,26360.78,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,65881.69,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,60890.37,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,61086.8,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,59549.04,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,36928.33,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,26954.23,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,34683.55,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,47234.97,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,9462000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,13760000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,12348000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,14148000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,13299000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,10579000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,8636000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,9713000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,12828000.0,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2015,t,323.86,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2016,t,230.22,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2017,t,329.54,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2018,t,554.3,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2019,t,395.32,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2020,t,383.47,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2021,t,623.73,
Detailed trade matrix,356,India,414,Kuwait,Export quantity,111.0,Wheat,2022,t,621.08,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2015,USD,103000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2016,USD,77000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2017,USD,107000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2018,USD,175000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2019,USD,139000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2020,USD,126000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2021,USD,210000.0,
Detailed trade matrix,356,India,414,Kuwait,Export value,111.0,Wheat,2022,USD,228000.0,
Detailed trade matrix,356,India,418,Lao People's Democratic Republic,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,28.0,
Detailed trade matrix,356,India,418,Lao People's Democratic Republic,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,57.0,
Detailed trade matrix,356,India,418,Lao People's Democratic Republic,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,3000.0,
Detailed trade matrix,356,India,418,Lao People's Democratic Republic,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,25000.0,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,145.4,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,290.36,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,367.0,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,318.0,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,259.0,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,28.0,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,112.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,51000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,75000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,126000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,124000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,70000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,9000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,37000.0,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,111.0,Wheat,2020,t,1.5,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,111.0,Wheat,2022,t,1.5,
Detailed trade matrix,356,India,422,Lebanon,Export quantity,111.0,Wheat,2023,t,0.03,
Detailed trade matrix,356,India,422,Lebanon,Export value,111.0,Wheat,2020,USD,1000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,111.0,Wheat,2022,USD,1000.0,
Detailed trade matrix,356,India,422,Lebanon,Export value,111.0,Wheat,2023,USD,0.0,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,240009.26,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,386677.77,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,325534.68,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,310579.1,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,267926.39,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,185980.86,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,167234.53,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,332571.76,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,304841.63,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,108437000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,79371000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,85945000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,83951000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,68781000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,57593000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,68089000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,101375000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,89309000.0,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2015,t,8949.57,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2016,t,1310.61,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2017,t,897.63,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2018,t,1441.06,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2019,t,1165.63,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2020,t,5162.86,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2021,t,50220.7,
Detailed trade matrix,356,India,458,Malaysia,Export quantity,111.0,Wheat,2022,t,86353.6,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2015,USD,2282000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2016,USD,415000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2017,USD,295000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2018,USD,487000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2019,USD,405000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2020,USD,1380000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2021,USD,14433000.0,
Detailed trade matrix,356,India,458,Malaysia,Export value,111.0,Wheat,2022,USD,28148000.0,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,t,7130.24,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,t,8298.09,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,t,8895.74,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,t,10593.35,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,t,10461.13,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,t,9480.45,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,t,11361.56,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,t,11878.09,
Detailed trade matrix,356,India,462,Maldives,Export quantity,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,t,13858.17,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2015,USD,3900000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,USD,2204000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,USD,3355000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,USD,3683000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,USD,4082000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,USD,4184000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,USD,5102000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,USD,4278000.0,
Detailed trade matrix,356,India,462,Maldives,Export value,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,USD,5638000.0,
Detailed trade matrix,356,India,462,Maldives,Export quantity,111.0,Wheat,2015,t,0.1,
Detailed trade matrix,356,India,462,Maldives,Export quantity,111.0,Wheat,2016,t,0.05,
